user_id,offering_id
739.0,1745.0
209.0,551.0
4.0,581.0
63.0,860.0
686.0,1928.0
586.0,127.0
139.0,312.0
470.0,311.0
47.0,1151.0
518.0,1668.0
359.0,1633.0
857.0,500.0
27.0,321.0
829.0,1888.0
345.0,1226.0
740.0,498.0
288.0,1306.0
120.0,1701.0
310.0,1651.0
